Dropbox_AppStore_reviews.json|3331728527,-2,1,-2
Dropbox_AppStore_reviews.json|3331595003,4,4,-3
Dropbox_AppStore_reviews.json|3331442007,-3,2,-3
Dropbox_AppStore_reviews.json|3328938504,2,2,-1
Dropbox_AppStore_reviews.json|3328411590,-2,1,-2
Dropbox_AppStore_reviews.json|3322557356,-4,1,-4
Dropbox_AppStore_reviews.json|3322294416,-4,2,-4
Dropbox_AppStore_reviews.json|3321933034,-3,2,-3
Dropbox_AppStore_reviews.json|3313668545,-1,1,-1
Dropbox_AppStore_reviews.json|3313370664,-3,2,-3
Dropbox_AppStore_reviews.json|3313214870,4,4,-1
Dropbox_AppStore_reviews.json|3310574140,3,3,-1
Dropbox_AppStore_reviews.json|3308020639,-1,1,-1
Dropbox_AppStore_reviews.json|3306703616,-5,1,-5
Dropbox_AppStore_reviews.json|3305693398,2,2,-1
Dropbox_AppStore_reviews.json|3301313876,-2,2,-2
Dropbox_AppStore_reviews.json|3299762881,-4,2,-4
Dropbox_AppStore_reviews.json|3299689323,-1,1,-1
Dropbox_AppStore_reviews.json|3299586917,-1,1,-1
Dropbox_AppStore_reviews.json|3298746030,3,3,-2
Dropbox_AppStore_reviews.json|3295845511,-3,2,-3
Dropbox_AppStore_reviews.json|3294706084,-3,2,-3
Dropbox_AppStore_reviews.json|3294221697,-1,1,-1
Dropbox_AppStore_reviews.json|3292746997,3,3,-1
Dropbox_AppStore_reviews.json|3291605311,3,3,-1
Dropbox_AppStore_reviews.json|3291163669,-4,4,-4
Dropbox_AppStore_reviews.json|3290349510,3,3,-2
Dropbox_AppStore_reviews.json|3288985464,-3,3,-3
Dropbox_AppStore_reviews.json|3288736987,3,3,-1
Dropbox_AppStore_reviews.json|3286679419,-3,2,-3
Dropbox_AppStore_reviews.json|3285871556,-3,2,-3
Dropbox_AppStore_reviews.json|3283108941,2,2,-1
Dropbox_AppStore_reviews.json|3282354146,-1,1,-1
Dropbox_AppStore_reviews.json|3281927800,-3,3,-3
Dropbox_AppStore_reviews.json|3280381029,3,3,-1
Dropbox_AppStore_reviews.json|3277933704,-2,2,-2
Dropbox_AppStore_reviews.json|3277876830,2,2,-1
Dropbox_AppStore_reviews.json|3276315505,2,2,-1
Dropbox_AppStore_reviews.json|3272012660,2,2,-1
Dropbox_AppStore_reviews.json|3270913770,-1,1,-1
Dropbox_AppStore_reviews.json|3268500537,3,3,-1
Dropbox_AppStore_reviews.json|3266862645,-3,1,-3
Dropbox_AppStore_reviews.json|3266213583,2,2,-1
Dropbox_AppStore_reviews.json|3263617319,-1,1,-1
Dropbox_AppStore_reviews.json|3263532582,-2,1,-2
Dropbox_AppStore_reviews.json|3262924952,-3,1,-3
Dropbox_AppStore_reviews.json|3261486376,-4,1,-4
Dropbox_AppStore_reviews.json|3261415274,-3,2,-3
Dropbox_AppStore_reviews.json|3260147549,-2,2,-2
Dropbox_AppStore_reviews.json|3331728527,-2,1,-2
Dropbox_AppStore_reviews.json|3331595003,4,4,-3
Dropbox_AppStore_reviews.json|3331442007,-3,2,-3
Dropbox_AppStore_reviews.json|3328938504,2,2,-1
Dropbox_AppStore_reviews.json|3328411590,-2,1,-2
Dropbox_AppStore_reviews.json|3322557356,-4,1,-4
Dropbox_AppStore_reviews.json|3322294416,-4,2,-4
Dropbox_AppStore_reviews.json|3321933034,-3,2,-3
Dropbox_AppStore_reviews.json|3313668545,-1,1,-1
Dropbox_AppStore_reviews.json|3313370664,-3,2,-3
Dropbox_AppStore_reviews.json|3313214870,4,4,-1
Dropbox_AppStore_reviews.json|3310574140,3,3,-1
Dropbox_AppStore_reviews.json|3308020639,-1,1,-1
Dropbox_AppStore_reviews.json|3306703616,-5,1,-5
Dropbox_AppStore_reviews.json|3305693398,2,2,-1
Dropbox_AppStore_reviews.json|3301313876,-2,2,-2
Dropbox_AppStore_reviews.json|3299762881,-4,2,-4
Dropbox_AppStore_reviews.json|3299689323,-1,1,-1
Dropbox_AppStore_reviews.json|3299586917,-1,1,-1
Dropbox_AppStore_reviews.json|3298746030,3,3,-2
Dropbox_AppStore_reviews.json|3295845511,-3,2,-3
Dropbox_AppStore_reviews.json|3294706084,-3,2,-3
Dropbox_AppStore_reviews.json|3294221697,-1,1,-1
Dropbox_AppStore_reviews.json|3292746997,3,3,-1
Dropbox_AppStore_reviews.json|3291605311,3,3,-1
Dropbox_AppStore_reviews.json|3291163669,-4,4,-4
Dropbox_AppStore_reviews.json|3290349510,3,3,-2
Dropbox_AppStore_reviews.json|3288985464,-3,3,-3
Dropbox_AppStore_reviews.json|3288736987,3,3,-1
Dropbox_AppStore_reviews.json|3286679419,-3,2,-3
Dropbox_AppStore_reviews.json|3285871556,-3,2,-3
Dropbox_AppStore_reviews.json|3283108941,2,2,-1
Dropbox_AppStore_reviews.json|3282354146,-1,1,-1
Dropbox_AppStore_reviews.json|3281927800,-3,3,-3
Dropbox_AppStore_reviews.json|3280381029,3,3,-1
Dropbox_AppStore_reviews.json|3277933704,-2,2,-2
Dropbox_AppStore_reviews.json|3277876830,2,2,-1
Dropbox_AppStore_reviews.json|3276315505,2,2,-1
Dropbox_AppStore_reviews.json|3272012660,2,2,-1
Dropbox_AppStore_reviews.json|3270913770,-1,1,-1
Dropbox_AppStore_reviews.json|3268500537,3,3,-1
Dropbox_AppStore_reviews.json|3266862645,-3,1,-3
Dropbox_AppStore_reviews.json|3266213583,2,2,-1
Dropbox_AppStore_reviews.json|3263617319,-1,1,-1
Dropbox_AppStore_reviews.json|3263532582,-2,1,-2
Dropbox_AppStore_reviews.json|3262924952,-3,1,-3
Dropbox_AppStore_reviews.json|3261486376,-4,1,-4
Dropbox_AppStore_reviews.json|3261415274,-3,2,-3
Dropbox_AppStore_reviews.json|3260147549,-2,2,-2
Dropbox_AppStore_reviews.json|3260147549,-2,2,-2
Dropbox_AppStore_reviews.json|3258170363,3,3,-1
Dropbox_AppStore_reviews.json|3257312309,2,2,-1
Dropbox_AppStore_reviews.json|3255086673,-2,2,-2
Dropbox_AppStore_reviews.json|3254310237,-2,1,-2
Dropbox_AppStore_reviews.json|3254121863,-3,1,-3
Dropbox_AppStore_reviews.json|3253700735,-1,1,-1
Dropbox_AppStore_reviews.json|3253131817,-1,1,-1
Dropbox_AppStore_reviews.json|3251236102,2,2,-1
Dropbox_AppStore_reviews.json|3250601456,-4,1,-4
Dropbox_AppStore_reviews.json|3248389126,2,2,-1
Dropbox_AppStore_reviews.json|3248134649,2,2,-1
Dropbox_AppStore_reviews.json|3245936218,3,3,-1
Dropbox_AppStore_reviews.json|3245933578,-4,2,-4
Dropbox_AppStore_reviews.json|3244583439,-3,2,-3
Dropbox_AppStore_reviews.json|3240069994,3,3,-1
Dropbox_AppStore_reviews.json|3237561723,2,2,-1
Dropbox_AppStore_reviews.json|3236864257,3,3,-2
Dropbox_AppStore_reviews.json|3235950270,2,2,-1
Dropbox_AppStore_reviews.json|3232157434,3,3,-2
Dropbox_AppStore_reviews.json|3229571646,-2,2,-2
Dropbox_AppStore_reviews.json|3222992490,3,3,-1
Dropbox_AppStore_reviews.json|3219129574,-4,1,-4
Dropbox_AppStore_reviews.json|3218137346,-3,2,-3
Dropbox_AppStore_reviews.json|3211041512,2,2,-1
Dropbox_AppStore_reviews.json|3210365484,3,3,-2
Dropbox_AppStore_reviews.json|3208463734,3,3,-1
Dropbox_AppStore_reviews.json|3208277100,2,2,-1
Dropbox_AppStore_reviews.json|3207593046,2,2,-1
Dropbox_AppStore_reviews.json|3207447452,-2,2,-2
Dropbox_AppStore_reviews.json|3207053489,2,2,-1
Dropbox_AppStore_reviews.json|3202198083,-4,2,-4
Dropbox_AppStore_reviews.json|3200269799,3,3,-1
Dropbox_AppStore_reviews.json|3199468826,2,2,-1
Dropbox_AppStore_reviews.json|3197792570,-3,3,-3
Dropbox_AppStore_reviews.json|3197094382,-1,1,-1
Dropbox_AppStore_reviews.json|3196949222,-3,2,-3
Dropbox_AppStore_reviews.json|3191742408,2,2,-1
Dropbox_AppStore_reviews.json|3190908876,-2,2,-2
Dropbox_AppStore_reviews.json|3190469782,-2,1,-2
Dropbox_AppStore_reviews.json|3189929236,-3,2,-3
Dropbox_AppStore_reviews.json|3186443571,-3,2,-3
Dropbox_AppStore_reviews.json|3184930514,-3,1,-3
Dropbox_AppStore_reviews.json|3184745181,-2,1,-2
Dropbox_AppStore_reviews.json|3182341697,2,2,-1
Dropbox_AppStore_reviews.json|3181663180,3,3,-1
Dropbox_AppStore_reviews.json|3179630672,2,2,-1
Dropbox_AppStore_reviews.json|3179359450,-4,1,-4
Dropbox_AppStore_reviews.json|3179325707,2,2,-1
Dropbox_AppStore_reviews.json|3176056649,2,2,-1
Dropbox_AppStore_reviews.json|3173293193,-1,1,-1
Dropbox_AppStore_reviews.json|3172712089,2,2,-1
Dropbox_AppStore_reviews.json|3171937600,-1,1,-1
Dropbox_AppStore_reviews.json|3167997358,3,3,-1
Dropbox_AppStore_reviews.json|3167267226,2,2,-1
Dropbox_AppStore_reviews.json|3165284888,-2,1,-2
Dropbox_AppStore_reviews.json|3163699319,-1,1,-1
Dropbox_AppStore_reviews.json|3161531611,2,2,-1
Dropbox_AppStore_reviews.json|3157820220,-1,1,-1
Dropbox_AppStore_reviews.json|3157041527,-3,1,-3
Dropbox_AppStore_reviews.json|3156400988,-3,2,-3
Dropbox_AppStore_reviews.json|3156227897,-2,2,-2
Dropbox_AppStore_reviews.json|3154762767,-1,1,-1
Dropbox_AppStore_reviews.json|3154000840,-4,1,-4
Dropbox_AppStore_reviews.json|3151535503,3,3,-1
Dropbox_AppStore_reviews.json|3151018919,-3,2,-3
Dropbox_AppStore_reviews.json|3135998672,-3,2,-3
Dropbox_AppStore_reviews.json|3134908096,3,3,-2
Dropbox_AppStore_reviews.json|3134083162,-1,1,-1
Dropbox_AppStore_reviews.json|3131620695,2,2,-1
Dropbox_AppStore_reviews.json|3131233551,-1,1,-1
Dropbox_AppStore_reviews.json|3126471456,-2,1,-2
Dropbox_AppStore_reviews.json|3125476737,2,2,-1
Dropbox_AppStore_reviews.json|3120233210,-1,1,-1
Dropbox_AppStore_reviews.json|3118508004,2,2,-1
Dropbox_AppStore_reviews.json|3116708746,3,3,-1
Dropbox_AppStore_reviews.json|3113616234,3,3,-1
Dropbox_AppStore_reviews.json|3112151180,-2,2,-2
Dropbox_AppStore_reviews.json|3106418817,-4,4,-4
Dropbox_AppStore_reviews.json|3104046602,-1,1,-1
Dropbox_AppStore_reviews.json|3100274085,-1,1,-1
Dropbox_AppStore_reviews.json|3093562468,-4,3,-4
Dropbox_AppStore_reviews.json|3093376392,-4,3,-4
Dropbox_AppStore_reviews.json|3091472090,-1,1,-1
Dropbox_AppStore_reviews.json|3086637790,-4,2,-4
Dropbox_AppStore_reviews.json|3083847692,-2,2,-2
Dropbox_AppStore_reviews.json|3082106725,-2,2,-2
Dropbox_AppStore_reviews.json|3068841367,3,3,-2
Dropbox_AppStore_reviews.json|3065893604,-4,1,-4
Dropbox_AppStore_reviews.json|3065161539,3,3,-1
Dropbox_AppStore_reviews.json|3064583476,-2,1,-2
Dropbox_AppStore_reviews.json|3064346372,-1,1,-1
Dropbox_AppStore_reviews.json|3064155637,-4,2,-4
Dropbox_AppStore_reviews.json|3045796423,2,2,-1
Dropbox_AppStore_reviews.json|3045467173,2,2,-1
Dropbox_AppStore_reviews.json|3041365844,-1,1,-1
Dropbox_AppStore_reviews.json|3041246202,4,4,-2
Dropbox_AppStore_reviews.json|3037559628,-2,2,-2
Dropbox_AppStore_reviews.json|3032975795,-3,2,-3
Dropbox_AppStore_reviews.json|3028514581,-1,1,-1
Dropbox_AppStore_reviews.json|3028110383,3,3,-2
Dropbox_AppStore_reviews.json|3027216200,-3,2,-3
Dropbox_AppStore_reviews.json|3023166976,-4,3,-4
Dropbox_AppStore_reviews.json|3020596111,-1,1,-1
Dropbox_AppStore_reviews.json|3013692510,-5,1,-5
Dropbox_AppStore_reviews.json|3013396045,3,3,-1
Dropbox_AppStore_reviews.json|3005589499,2,2,-1
Dropbox_AppStore_reviews.json|3002505730,-1,1,-1
Dropbox_AppStore_reviews.json|2999931168,-3,2,-3
Dropbox_AppStore_reviews.json|2998651389,-1,1,-1
Dropbox_AppStore_reviews.json|2993502502,-1,1,-1
Dropbox_AppStore_reviews.json|2992851585,3,3,-1
Dropbox_AppStore_reviews.json|2992389151,-5,1,-5
Dropbox_AppStore_reviews.json|2980410527,-2,2,-2
Dropbox_AppStore_reviews.json|2975061757,3,3,-1
Dropbox_AppStore_reviews.json|2973272489,-1,1,-1
Dropbox_AppStore_reviews.json|2966752912,-1,1,-1
Dropbox_AppStore_reviews.json|2960297012,-3,2,-3
Dropbox_AppStore_reviews.json|2955830807,2,2,-1
Dropbox_AppStore_reviews.json|2941568483,-2,1,-2
Dropbox_AppStore_reviews.json|2940796615,-4,1,-4
Dropbox_AppStore_reviews.json|2939847313,-3,1,-3
Dropbox_AppStore_reviews.json|2939711842,2,2,-1
Dropbox_AppStore_reviews.json|2936391390,-1,1,-1
Dropbox_AppStore_reviews.json|2931502372,3,3,-1
Dropbox_AppStore_reviews.json|2926212582,-4,3,-4
Dropbox_AppStore_reviews.json|2918836340,3,3,-1
Dropbox_AppStore_reviews.json|2913972497,2,2,-1
Dropbox_AppStore_reviews.json|2912727624,3,3,-2
Dropbox_AppStore_reviews.json|2909177031,-3,2,-3
Dropbox_AppStore_reviews.json|2908675646,-1,1,-1
Dropbox_AppStore_reviews.json|2908161701,-2,2,-2
Dropbox_AppStore_reviews.json|2902570779,-1,1,-1
Dropbox_AppStore_reviews.json|2901043143,-1,1,-1
Dropbox_AppStore_reviews.json|2896205253,3,3,-1
Dropbox_AppStore_reviews.json|2892460206,-5,2,-5
Dropbox_AppStore_reviews.json|2890962779,3,3,-2
Dropbox_AppStore_reviews.json|2888540614,-3,1,-3
Dropbox_AppStore_reviews.json|2887966777,4,4,-2
Dropbox_AppStore_reviews.json|2878440917,-1,1,-1
Dropbox_AppStore_reviews.json|2872988616,2,2,-1
Dropbox_AppStore_reviews.json|2865030848,-1,1,-1
Dropbox_AppStore_reviews.json|2860874918,-1,1,-1
Dropbox_AppStore_reviews.json|2848488356,3,3,-1
Dropbox_AppStore_reviews.json|2844263546,3,3,-2
Dropbox_AppStore_reviews.json|2844187259,-1,1,-1
Dropbox_AppStore_reviews.json|2842556532,-1,1,-1
Dropbox_AppStore_reviews.json|2839888942,-1,1,-1
Dropbox_AppStore_reviews.json|2837370240,2,2,-1
Dropbox_AppStore_reviews.json|2837303455,2,2,-1
Dropbox_AppStore_reviews.json|2837057431,-2,1,-2
Dropbox_AppStore_reviews.json|2836611715,-2,1,-2
Dropbox_AppStore_reviews.json|2834696985,-1,1,-1
Dropbox_AppStore_reviews.json|2831122704,-3,3,-3
Dropbox_AppStore_reviews.json|2829924534,-4,2,-4
Dropbox_AppStore_reviews.json|2826871855,2,2,-1
Dropbox_AppStore_reviews.json|2825204588,-3,2,-3
Dropbox_AppStore_reviews.json|2824950015,3,3,-1
Dropbox_AppStore_reviews.json|2820753934,-4,1,-4
Dropbox_AppStore_reviews.json|2820254025,2,2,-1
Dropbox_AppStore_reviews.json|2819734925,2,2,-1
Dropbox_AppStore_reviews.json|2809978314,-1,1,-1
Dropbox_AppStore_reviews.json|2806654750,-1,1,-1
Dropbox_AppStore_reviews.json|2806604606,3,3,-1
Dropbox_AppStore_reviews.json|2800442040,-2,1,-2
Dropbox_AppStore_reviews.json|2797303636,2,2,-1
Dropbox_AppStore_reviews.json|2793107204,3,3,-1
Dropbox_AppStore_reviews.json|2791794646,3,3,-2
Dropbox_AppStore_reviews.json|2790861074,-5,1,-5
